Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
154,155,Moong Dal with Quinoa,Vegetarian,313,43.17241379,19.42758621,9.713793103,3.237931034,8.634482758,0,Legumes,Pan-India,100,lunch,0.06206896552,1.079310345,83.5,1,Medium
155,156,Chana Dal and Brown Rice,Vegetarian,382,55.28947368,18.09473684,10.05263158,2.010526316,9.047368421,0,Legumes,Pan-India,100,lunch,0.04736842105,1.005263158,87,1,Medium
156,157,Lentil and Spinach Soup,Vegetarian,245.0000001,34.30000001,14.7,4.900000001,1.960000001,6.860000002,0,Legumes,Pan-India,100,dinner,0.06,0.98,71,1,Medium
157,158,Grilled Tofu with Veggie Salad,Non-Vegetarian,304,19.54285714,23.88571429,17.37142857,4.342857143,6.514285714,0,,Pan-India,100,dinner,0.07857142857,1.085714286,94,1,Medium
158,159,Masoor Dal with Amaranth,Vegetarian,324,50.27586207,20.11034483,8.937931034,3.351724138,6.703448276,0,Legumes,Pan-India,100,lunch,0.06206896552,1.117241379,79.5,1,Medium
159,160,Vegetable Biryani with Soy Protein,Vegetarian,454,60.53333333,22.19555556,14.12444444,5.044444445,6.053333333,0,Gluten,Pan-India,100,lunch,0.04888888889,1.008888889,92.5,1,High
160,161,Chicken Breast with Sweet Potato,Non-Vegetarian,430,53.75,30.6375,10.75,4.3,5.375,86,,Pan-India,100,lunch,0.07125,1.01,78,1,Medium
161,162,Grilled Salmon with Broccoli,Vegetarian,404.0000001,16.16,25.58666667,17.95555556,2.693333334,4.488888889,80.80000001,Fish,Pan-India,100,dinner,0.06333333333,0.8133333333,74.5,1,High
162,163,Beef Stir-Fry with Vegetables,Non-Vegetarian,402,30.15,28.6425,18.09,4.02,7.035,95.475,Beef,Pan-India,100,dinner,0.07125,0.99,74.5,1,Medium
163,164,Chicken Korma with Brown Rice,Non-Vegetarian,542,65.04,30.894,19.512,5.42,5.42,92.14,Dairy,Pan-India,100,lunch,0.057,1.032,74,1,High
164,165,Paneer Butter Masala with Brown Rice,Vegetarian,525,52.5,26.25,26.25,6.3,6.3,52.5,Dairy,Pan-India,100,lunch,0.05,1.05,78,1,High
165,166,Chickpea and Spinach Stir Fry,Vegetarian,314,44.85714286,17.94285714,11.21428571,4.485714286,7.85,0,Legumes,Pan-India,100,dinner,0.05714285714,1.121428571,72,1,Medium
166,167,Grilled Tofu with Quinoa,Vegan,386,49.62857143,22.05714286,15.44,5.514285714,8.822857143,0,,Pan-India,100,dinner,0.05714285714,1.102857143,88.5,1,Medium
167,168,Palak (Spinach) and Moong Dal,Vegetarian,248,29.76,13.888,7.936000001,2.976,6.944000001,0,Legumes,Pan-India,100,lunch,0.056,0.992,65.5,1,Medium
168,169,Quinoa and Lentil Salad,Vegetarian,362,54.84848485,19.74545455,10.96969697,4.387878788,9.872727273,0,Legumes,Pan-India,100,dinner,0.05454545455,1.096969697,84,1,Medium
169,170,Tempeh and Tofu Stir-Fry,Vegan,394,33.77142857,31.52,20.26285714,6.754285714,9.005714286,0,,Pan-India,100,dinner,0.08,1.125714286,119,1,Medium
170,171,Vegetable Protein-Packed Soup,Vegetarian,332,53.35714286,23.71428571,9.485714285,3.557142857,8.3,0,,Pan-India,100,dinner,0.07142857143,1.185714286,89.5,1,Medium
171,172,Chicken Shawarma Wrap,Non-Vegetarian,480,42.66666667,30.4,21.33333333,4.266666667,7.466666667,80,,Pan-India,100,lunch,0.06333333333,1.008888889,84.5,1,High
172,173,Mutton Seekh Kebab,Non-Vegetarian,450,9.000000001,25.65,22.95,4.5,1.8,81.00000001,Mutton,Pan-India,100,dinner,0.057,0.767,65.5,1,High
173,174,Grilled Paneer with Veggie Salad,Non-Vegetarian,334,15.65625,29.225,18.7875,4.175,6.2625,52.1875,Dairy,Pan-India,100,lunch,0.0875,1.04375,93,1,Medium
174,175,Quinoa and Chickpea Salad,Vegetarian,330,49.5,16.5,11,4.4,7.7,0,Legumes,Pan-India,100,dinner,0.05,1.1,68,1,Medium
175,176,Grilled Chicken with Avocado,Non-Vegetarian,394,20.26285714,32.08285714,20.26285714,4.502857143,5.628571429,90.05714286,,Pan-India,100,lunch,0.08142857143,0.9942857143,78,1,Medium
176,177,Vegan Tempeh Stir-Fry with Veggies,Non-Vegetarian,402,37.02631579,26.44736842,19.04210526,7.405263158,8.463157895,0,,Pan-India,100,dinner,0.06578947368,1.057894737,105.5,1,Medium
177,178,Tofu and Vegetable Stew,Vegan,330,45.51724138,22.75862069,11.37931034,4.551724138,6.827586207,0,,Pan-India,100,dinner,0.06896551724,1.137931034,86,1,Medium
178,179,Chana Chaat with Avocado,Vegetarian,286,35.75,14.3,10.21428571,4.085714286,6.128571429,0,Legumes,Pan-India,100,snacks,0.05,1.021428571,62,1,Medium
179,180,Spicy Chicken Curry with Rice,Non-Vegetarian,522,63.8,33.06,20.88,6.96,6.96,98.6,,Pan-India,100,lunch,0.06333333333,1.102222222,74.5,1,High
180,181,Grilled Tofu Wrap,Vegan,374,46.75,25.7125,16.3625,5.84375,8.18125,0,,Pan-India,100,dinner,0.06875,1.16875,94.5,1,Medium
181,182,Paneer and Spinach Wrap,Vegetarian,388,49.88571428,27.71428571,13.30285714,5.542857143,8.868571428,55.42857143,Dairy,Pan-India,100,lunch,0.07142857143,1.108571429,83.5,1,Medium
182,183,Tofu and Chickpea Burger,Vegan,462,57.75,28.875,20.79,5.775,10.395,0,Legumes,Pan-India,100,dinner,0.0625,1.155,110.5,1,Medium
183,184,Chicken and Sweet Potato Salad,Non-Vegetarian,482,51.64285714,32.70714286,20.65714286,5.738095238,6.885714286,91.80952381,,Pan-India,100,lunch,0.06785714286,1.085714286,78.5,1,High
184,185,Vegan Lentil Stew with Spinach,Vegan,304,43.42857143,19.54285714,8.685714286,4.342857143,7.6,0,Legumes,Pan-India,100,dinner,0.06428571429,1.085714286,80,1,Medium
185,186,Paneer Bhurji with Quinoa,Vegetarian,414,38.13157895,30.50526316,19.61052632,6.536842106,7.62631579,59.92105263,Dairy,Pan-India,100,lunch,0.07368421053,1.089473684,89.5,1,Medium
186,187,Chana and Tofu Salad,Vegan,376,48.34285714,23.63428572,12.89142857,5.371428572,8.594285715,0,Legumes,Pan-India,100,dinner,0.06285714286,1.074285714,96.5,1,Medium
187,188,Grilled Chicken with Veggie Rice,Non-Vegetarian,484,53.77777778,30.65333333,17.20888889,5.377777778,6.453333333,91.42222222,,Pan-India,100,lunch,0.06333333333,1.017777778,76,1,High
188,189,Tofu and Bell Pepper Stir Fry,Vegan,374,48.25806452,26.54193549,16.89032258,6.032258065,9.651612904,0,,Pan-India,100,dinner,0.07096774194,1.206451613,96.5,1,Medium
189,190,Chicken and Avocado Salad,Non-Vegetarian,442,36.83333334,29.99285714,18.94285714,5.261904762,5.261904762,89.45238096,,Pan-India,100,lunch,0.06785714286,0.9904761905,74,1,High
190,191,Grilled Paneer with Avocado,Vegetarian,354,20.22857143,28.32,18.20571429,5.057142857,6.068571428,55.62857143,Dairy,Pan-India,100,lunch,0.08,1.011428571,89,1,Medium
191,192,Spicy Vegan Chickpea Wrap,Vegan,180,21.31578947,0,0,0,0,0,0,Pan-India,100,dinner,0,0.4736842105,0,1,Medium
192,193,Tofu and Quinoa Salad,Vegan,386,54.28125,24.125,16.8875,6.03125,9.65,0,,Pan-India,100,dinner,0.0625,1.20625,88.5,1,Medium
193,194,Chicken Tikka with Brown Rice,Non-Vegetarian,504,61.6,31.92,17.92,4.48,5.6,89.6,Chicken,Pan-India,100,lunch,0.06333333333,1.062222222,78,1,High
194,195,Vegan Lentil Soup with Vegetables,Vegan,312,46.22222222,23.11111111,9.244444444,3.466666667,6.933333333,0,,Pan-India,100,dinner,0.07407407407,1.155555556,87.5,1,Medium
195,196,Paneer and Broccoli Stir Fry,Vegetarian,362,20.68571429,29.47714286,18.61714286,6.205714286,6.205714286,62.05714286,Dairy,Pan-India,100,lunch,0.08142857143,1.017142857,87,1,Medium
196,197,Chickpea and Tofu Pulao,Vegan,416,60.21052631,24.08421053,13.1368421,4.378947368,7.663157894,0,,Pan-India,100,dinner,0.05789473684,1.094736842,96,1,Medium
197,198,Chicken Tandoori with Veggie Salad,Non-Vegetarian,462,41.06666667,29.26,18.48,6.16,7.186666667,77,Chicken,Pan-India,100,lunch,0.06333333333,0.9688888889,81.5,1,High
198,199,Grilled Tofu with Hummus,Vegan,386,44.11428571,27.57142857,15.44,5.514285714,8.822857143,0,,Pan-India,100,dinner,0.07142857143,1.102857143,108.5,1,Medium
199,200,Palak and Tofu Curry,Vegan,282.0000001,29.1724138,17.50344828,9.724137934,3.889655174,6.806896554,0,,Pan-India,100,lunch,0.06206896552,0.9724137931,80,1,Medium
200,201,Grilled Tempeh with Steamed Veggies,Non-Vegetarian,404,46.17142857,28.85714286,18.46857143,6.925714285,10.38857143,0,,Pan-India,100,breakfast,0.07142857143,1.154285714,109,1,Medium
201,202,Vegetable and Tofu Stir-Fry with Rice,Vegan,408,60.64864865,22.05405405,13.23243243,5.513513514,7.718918919,0,,Pan-India,100,lunch,0.05405405405,1.102702703,86.5,1,Medium
202,203,Paneer and Chickpea Curry,Vegetarian,422,54.25714285,24.11428571,21.70285714,8.44,9.645714285,0,Legumes,Pan-India,100,lunch,0.05714285714,1.205714286,85.5,1,Medium
203,204,Vegetable Quesadilla,Vegetarian,480,64,16,21.33333333,8.533333333,6.4,0,Gluten,Pan-India,100,dinner,0.03333333333,1.066666667,60,1,High
204,205,Spicy Lentil Tacos,Vegetarian,345,57.5,18.4,10.35,5.75,6.9,0,Legumes,Pan-India,100,dinner,0.05333333333,1.15,68.5,1,Medium
205,206,Chickpea and Cauliflower Stew,Vegetarian,328,46.85714286,17.57142857,14.05714286,4.685714286,9.371428571,0,Legumes,Pan-India,100,dinner,0.05357142857,1.171428571,70,1,Medium
206,207,Quinoa and Kale Salad,Vegetarian,360,50.625,20.25,13.5,5.625,9,0,Legumes,Pan-India,100,dinner,0.05625,1.125,80.5,1,Medium
207,208,Spinach and Potato Croquettes,Vegetarian,402,54.81818182,18.27272727,21.92727273,7.309090909,8.527272727,0,Gluten,Pan-India,100,dinner,0.04545454545,1.218181818,65,1,Medium
208,209,Mango Chutney Chicken,Non-Vegetarian,422,31.65,30.0675,18.99,4.22,7.385,84.4,,Pan-India,100,lunch,0.07125,0.99,82,1,Medium
209,210,Vegetable Pita Wrap,Vegetarian,328,52.71428571,11.71428571,14.05714286,5.857142857,8.2,0,Gluten,Pan-India,100,dinner,0.03571428571,1.171428571,46.5,1,Medium
210,211,Roasted Cauliflower and Lentil Soup,Vegetarian,280,43.07692308,12.92307692,8.615384615,5.384615384,7.538461538,0,Legumes,Pan-India,100,dinner,0.04615384615,1.076923077,54.5,1,Medium
211,212,Tofu and Veggie Stir-Fry,Non-Vegetarian,380,59.375,21.375,14.25,8.3125,9.5,0,Legumes,Pan-India,100,dinner,0.05625,1.1875,77.5,1,Medium
212,213,Spicy Mushroom and Tofu Curry,Vegan,375,45.45454545,22.72727273,17.04545455,6.818181818,7.954545455,0,,Pan-India,100,lunch,0.06060606061,1.136363636,85,1,Medium
213,214,Grilled Eggplant with Tahini,Non-Vegetarian,322,32.2,10.73333333,19.32,9.66,7.513333334,0,,Pan-India,100,dinner,0.03333333333,1.073333333,40.5,1,Medium
214,215,Chickpea and Spinach Wrap,Vegetarian,292,43.25925926,16.22222222,8.651851852,5.407407408,7.570370371,0,Gluten,Pan-India,100,dinner,0.05555555556,1.081481481,66.5,1,Medium
215,216,Grilled Chicken and Avocado Salad,Non-Vegetarian,367.9999999,29.05263157,27.59999999,11.62105263,4.842105262,6.778947366,77.47368418,,Pan-India,100,lunch,0.075,0.9,80.5,1,Medium
216,217,Vegetable Soup with Quinoa,Vegetarian,263.0000001,37.57142858,9.392857145,6.575000002,5.635714287,7.514285716,0,Legumes,Pan-India,100,dinner,0.03571428571,0.9392857143,47,1,Medium
217,218,Lentil and Potato Stew,Vegetarian,344,53.75,19.35,8.6,5.375,8.6,0,Legumes,Pan-India,100,dinner,0.05625,1.075,80.5,1,Medium
218,219,Tofu and Vegetable Kebabs,Vegan,410,46.85714286,25.77142857,21.08571429,8.2,10.54285714,0,,Pan-India,100,dinner,0.06285714286,1.171428571,95.5,1,Medium
219,220,Palak and Paneer Wrap,Vegetarian,422,49.97368421,22.21052632,19.98947369,7.773684211,8.884210527,55.52631579,Dairy,Pan-India,100,lunch,0.05263157895,1.110526316,60.5,1,Medium
220,221,Grilled Salmon Salad,Vegetarian,465,25.83333333,29.45,25.83333333,6.2,7.233333333,93,Fish,Pan-India,100,dinner,0.06333333333,0.9755555556,74,1,High
221,222,Chana and Rice,Vegetarian,350,50,15,10,6,9,0,Legumes,Pan-India,100,lunch,0.04285714286,1,69,1,Medium
222,223,Vegetable and Tofu Korma,Vegan,427,58.7125,19.215,16.0125,8.54,7.4725,0,,Pan-India,100,dinner,0.045,1.0675,74,1,Medium
223,224,Paneer and Veggie Stuffed Paratha,Non-Vegetarian,442,58.15789474,23.26315789,20.9368421,9.305263158,8.142105263,58.15789474,Dairy,Pan-India,100,breakfast,0.05263157895,1.163157895,57,1,Medium
224,225,Quinoa and Veggie Stuffed Peppers,Non-Vegetarian,342,51.3,20.52,11.4,6.84,9.12,0,Legumes,Pan-India,100,dinner,0.06,1.14,79,1,Medium
225,226,Chickpea and Avocado Toast,Vegetarian,328,52.48,19.68,15.744,6.56,7.871999999,0,Gluten,Pan-India,100,breakfast,0.06,1.312,64.5,1,Medium
226,227,Grilled Chicken Caesar Salad,Non-Vegetarian,442,31.57142857,29.99285714,18.94285714,7.366666667,6.314285715,89.45238096,,Pan-India,100,lunch,0.06785714286,0.9428571429,73,1,High
227,228,Spinach and Mushroom Salad,Vegetarian,342,42.75,12.21428571,21.98571429,6.107142857,8.55,0,,Pan-India,100,dinner,0.03571428571,1.221428571,46.5,1,Medium
228,229,Chana and Broccoli Stir-Fry,Vegetarian,360,54,21.6,14.4,7.2,9.6,0,Legumes,Pan-India,100,dinner,0.06,1.2,79,1,Medium
229,230,Vegetable Sushi Rolls,Vegetarian,350,50,15,10,6,8,0,,Pan-India,100,dinner,0.04285714286,1,67,1,Medium
230,231,Spicy Tofu Tacos,Vegan,348,49.71428572,24.85714286,14.91428572,6.214285715,8.700000001,0,Legumes,Pan-India,100,dinner,0.07142857143,1.242857143,86.5,1,Medium
231,232,Grilled Paneer with Green Salad,Vegetarian,382,29.84375,34.021875,21.4875,8.35625,7.1625,59.6875,Dairy,Pan-India,100,lunch,0.0890625,1.175,90.5,1,Medium
232,233,Tofu and Broccoli Stir-Fry,Vegan,378,51.54545455,20.61818182,16.03636364,8.018181818,9.163636364,0,,Pan-India,100,dinner,0.05454545455,1.145454545,77.5,1,Medium
233,234,Vegetable Makhani,Vegetarian,454,62.425,20.43,20.43,9.08,10.215,0,Gluten,Pan-India,100,dinner,0.045,1.135,78,1,Medium
234,235,Chickpea and Vegetable Patties,Vegetarian,407,63.59375,22.89375,19.078125,8.903125,11.446875,0,Legumes,Pan-India,100,dinner,0.05625,1.271875,79.5,1,Medium
235,236,Grilled Tofu with Asparagus,Vegan,392,44.8,24.64,17.92,5.6,8.96,0,,Pan-India,100,dinner,0.06285714286,1.12,96.5,1,Medium
236,237,Vegetable Pakora with Yogurt Dip,Vegetarian,363,56.32758621,15.02068966,18.77586207,7.510344828,8.762068966,0,Gluten,Pan-India,100,snacks,0.04137931034,1.251724138,53,1,Medium
237,238,Lentil and Sweet Potato Curry,Vegetarian,380,57.57575758,20.72727273,13.81818182,6.909090909,10.36363636,0,Legumes,Pan-India,100,lunch,0.05454545455,1.151515152,81,1,Medium
238,239,Chana and Spinach Saut̩,Vegetarian,310,45.92592593,17.22222222,11.48148148,5.740740741,6.888888889,0,Legumes,Pan-India,100,dinner,0.05555555556,1.148148148,64.5,1,Medium
239,240,Paneer and Vegetable Skewers,Vegetarian,342,26.71875,21.375,19.2375,8.55,7.48125,53.4375,Dairy,Pan-India,100,lunch,0.0625,1.06875,57,1,Medium
240,MH001,Puran Poli,Vegetarian,268,48.24,4.288,8.576,16.08,5.36,0,Gluten,Maharashtra,100,dinner,0.016,1.072,3.5,4,Medium
241,MH002,Vada Pav,Vegetarian,363,51.85714286,7.26,15.55714286,4.148571429,3.111428572,0,Gluten,Maharashtra,100,snacks,0.02,1.037142857,28,1,Medium
242,MH003,Misal Pav,Vegetarian,422,51.57777777,9.377777777,16.88,9.377777777,4.688888888,0,Gluten,Maharashtra,100,dinner,0.02222222222,0.9377777778,35,1,High
243,MH004,Sabudana Khichdi,Vegetarian,310,44.28571429,4.428571429,8.857142858,0.8857142858,2.657142857,0,Gluten,Maharashtra,100,dinner,0.01428571429,0.8857142857,24.5,2,Medium
244,MH005,Poha,Vegetarian,256,40.96,6.144,8.192,2.048,3.072,0,Gluten,Maharashtra,100,breakfast,0.024,1.024,27,2,Medium
245,MH006,Thalipeeth,Vegetarian,300,40,8,12,2,4,0,Gluten,Maharashtra,100,lunch,0.02666666667,1,37,5,Medium
246,MH007,Bhakri,Vegetarian,216,32.4,6.48,8.64,1.08,2.16,0,Gluten,Maharashtra,100,dinner,0.03,1.08,26.5,1,Low
247,MH008,Pitla,Vegetarian,182,25.27777778,7.077777778,6.066666667,3.033333333,2.022222222,0,Gluten,Maharashtra,100,dinner,0.03888888889,1.011111111,27.5,2,Low
248,MH009,Kothimbir Wadi,Vegetarian,282,20.14285714,10.07142857,18.12857143,1.007142857,4.028571429,0,Gluten,Maharashtra,100,dinner,0.03571428571,1.007142857,46.5,1,Medium
249,MH010,Pav Bhaji,Vegetarian,386.9999999,47.29999999,6.879999998,12.9,8.599999998,6.019999998,0,Gluten,Maharashtra,100,dinner,0.01777777778,0.86,31,3,High
250,MH011,Shira,Vegetarian,304,45.6,4.053333333,12.16,18.24,3.04,0,Gluten,Maharashtra,100,dinner,0.01333333333,1.013333333,-5,2,Medium
251,MH012,Bhel Puri,Vegetarian,232,40.6,5.8,9.28,2.32,5.8,0,Gluten,Maharashtra,100,dinner,0.025,1.16,27,1,Low
252,MH013,Puran Poli,Vegetarian,266,42.56,4.256,10.64,19.152,5.32,0,Gluten,Maharashtra,100,dinner,0.016,1.064,-1,4,Medium
253,MH014,Batata Vada,Vegetarian,291,40.74,4.656,17.46,1.164,3.492,0,Gluten,Maharashtra,100,snacks,0.016,1.164,20.5,1,Medium
254,MH015,Alu Vadi,Vegetarian,228,44.33333333,5.066666667,10.13333333,3.8,3.8,0,Gluten,Maharashtra,100,dinner,0.02222222222,1.266666667,17.5,1,Low
255,MH016,Modak,Vegetarian,290,46.60714286,5.178571428,10.35714286,15.53571429,2.071428571,0,Gluten,Maharashtra,100,dinner,0.01785714286,1.035714286,1.5,1,Medium
256,MH017,Pohe,Vegetarian,199,28.42857143,3.79047619,6.633333333,1.895238095,2.842857143,0,Gluten,Maharashtra,100,dinner,0.01904761905,0.9476190476,19,1,Medium
257,MH018,Zunka Bhakri,Vegetarian,347,44.61428572,7.931428573,14.87142857,1.982857143,5.948571429,0,Gluten,Maharashtra,100,dinner,0.02285714286,0.9914285714,41,1,Medium
258,MH019,Khandvi,Vegetarian,282,45.12,9.024,11.28,2.256,4.512,0,Gluten,Maharashtra,100,dinner,0.032,1.128,37,5,Medium
259,MH020,Ukadiche Modak,Vegetarian,310,51.66666667,5.166666667,10.33333333,18.6,3.1,0,Gluten,Maharashtra,100,dinner,0.01666666667,1.033333333,-1,1,Medium
260,MH021,Pav Bhaji,Vegetarian,414,56.925,8.28,18.63,10.35,7.245,0,Gluten,Maharashtra,100,dinner,0.02,1.035,31,3,Medium
261,MH022,Kolhapuri Misal,Vegetarian,383,47.875,11.49,14.3625,9.575,5.745,0,Gluten,Maharashtra,100,dinner,0.03,0.9575,45,1,Medium
262,MH023,Chutney,Vegetarian,162,27,2.16,6.48,12.96,5.4,0,Peanut,Maharashtra,100,dinner,0.01333333333,1.08,0,3,Low
263,MH024,Shev Bhaji,Vegetarian,308,44,11,13.2,2.2,4.4,0,Gluten,Maharashtra,100,dinner,0.03571428571,1.1,45,1,Medium
264,MH025,Amboli,Vegetarian,232,36.90909091,5.272727273,8.436363636,1.054545455,2.109090909,0,Gluten,Maharashtra,100,dinner,0.02272727273,1.054545455,22.5,1,Medium
265,MH026,Bhakarwadi,Vegetarian,343.0000001,44.10000001,6.860000002,14.7,7.840000002,4.900000001,0,Gluten,Maharashtra,100,dinner,0.02,0.98,26,1,Medium
266,MH027,Surli Vadi,Vegetarian,254,35.56,6.096,10.16,3.048,4.064,0,Gluten,Maharashtra,100,dinner,0.024,1.016,27.5,1,Medium
267,MH028,Kaladi,Vegetarian,279.9999999,33.79310344,7.724137929,11.58620689,0.9655172411,2.896551723,0,Gluten,Maharashtra,100,dinner,0.0275862069,0.9655172414,36.5,2,Medium
268,MH029,Kachori,Vegetarian,398,56.85714286,10.23428571,20.46857143,3.411428572,5.685714286,0,Gluten,Maharashtra,100,dinner,0.02571428571,1.137142857,41.5,4,Medium
269,MH030,Shengdana chutney,Vegetarian,173.9999999,14.49999999,5.799999998,9.666666663,1.933333333,1.933333333,0,Peanut,Maharashtra,100,dinner,0.03333333333,0.9666666667,25,1,Low
270,MH031,Chana Usal,Vegetarian,427,58.7125,19.215,16.0125,6.405,6.405,0,Gluten,Maharashtra,100,dinner,0.045,1.0675,75,1,Medium
271,MH032,Goan Saag,Vegetarian,240,38.18181818,7.636363636,8.727272727,1.090909091,3.272727273,0,Gluten,Maharashtra,100,dinner,0.03181818182,1.090909091,32.5,1,Medium
272,MH033,Pitla Bhakri,Vegetarian,320,41.14285714,7.314285714,10.97142857,3.657142857,4.571428571,0,Gluten,Maharashtra,100,dinner,0.02285714286,0.9142857143,36,1,Medium
273,MH034,Mango Mastani,Vegetarian,219.0000001,30.66000001,3.504000001,6.132000002,19.27200001,1.752000001,0,Gluten,Maharashtra,100,dinner,0.016,0.876,-13,1,Medium
274,MH035,Dal Amti,Vegetarian,328,54.66666667,15.30666667,8.746666667,3.28,5.466666667,0,Gluten,Maharashtra,100,lunch,0.04666666667,1.093333333,61.5,1,Medium
275,MH036,Ghavtya,Vegetarian,288,42.66666667,5.333333333,12.8,16,3.2,0,Gluten,Maharashtra,100,dinner,0.01851851852,1.066666667,3.5,1,Medium
276,MH037,Masala Wada,Vegetarian,343.0000001,39.20000001,11.76,14.7,1.960000001,3.920000001,0,Gluten,Maharashtra,100,dinner,0.03428571429,0.98,53,1,Medium
277,MH038,Shrikhand,Vegetarian,376.0000001,56.40000001,6.580000001,11.28,28.20000001,2.820000001,0,Gluten,Maharashtra,100,dinner,0.0175,0.94,-11,6,Medium
278,MH039,Tambda Rassa,Vegetarian,314,41.86666667,16.74666667,10.46666667,4.186666667,3.14,0,Gluten,Maharashtra,100,dinner,0.05333333333,1.046666667,64,1,Medium
279,MH040,Biryani,Vegetarian,460,61.33333333,10.22222222,20.44444444,8.177777777,5.111111111,0,Gluten,Maharashtra,100,lunch,0.02222222222,1.022222222,38,1,High
280,MH041,Navratan Korma,Vegetarian,381.9999999,42.97499999,9.549999999,17.19,9.549999999,4.774999999,0,Gluten,Maharashtra,100,dinner,0.025,0.955,35,2,Medium
281,MH042,Maharashtrian Bhaji,Vegetarian,215.9999999,29.45454544,5.890909088,7.854545451,2.945454544,3.927272725,0,Gluten,Maharashtra,100,dinner,0.02727272727,0.9818181818,27.5,1,Medium
282,MH043,Karvande,Vegetarian,174.9999999,24.30555555,2.916666665,6.805555553,1.944444444,1.944444444,0,Gluten,Maharashtra,100,dinner,0.01666666667,0.9722222222,13,1,Low
283,MH044,Ragda Pattice,Vegetarian,367,52.42857143,8.388571429,15.72857143,4.194285714,5.242857143,0,Gluten,Maharashtra,100,dinner,0.02285714286,1.048571429,36,1,Medium
284,MH045,Chana Biryani,Vegetarian,443.0000002,63.98888891,11.81333334,14.76666667,4.922222224,3.937777779,0,Gluten,Maharashtra,100,lunch,0.02666666667,0.9844444444,48.5,2,High
285,MH046,Alu Patra,Vegetarian,232,32.48,4.64,7.423999999,2.784,2.784,0,Gluten,Maharashtra,100,dinner,0.02,0.928,21.5,1,Medium
286,MH047,Chivda,Vegetarian,282.0000001,37.60000001,7.520000002,9.400000002,4.700000001,3.760000001,0,Gluten,Maharashtra,100,dinner,0.02666666667,0.94,32.5,1,Medium
287,MH048,Garadu,Vegetarian,263.9999999,32.99999999,3.77142857,11.31428571,1.885714285,2.828571428,0,Gluten,Maharashtra,100,dinner,0.01428571429,0.9428571429,19,1,Medium
288,MH049,Masale Bhath,Vegetarian,375,53.57142857,10.71428571,16.07142857,5.357142857,6.428571429,0,Gluten,Maharashtra,100,dinner,0.02857142857,1.071428571,44.5,1,Medium
289,MH050,Ambapoli,Vegetarian,310,55.35714285,5.535714285,11.07142857,19.92857143,4.428571428,0,Gluten,Maharashtra,100,dinner,0.01785714286,1.107142857,1,1,Medium
290,MH051,Kairi Chi Koshimbir,Vegetarian,163.9999999,18.22222222,2.733333332,7.288888886,4.555555554,1.822222222,0,Gluten,Maharashtra,100,dinner,0.01666666667,0.9111111111,8.5,1,Low
291,MH052,Khichdi,Vegetarian,277.9999999,37.06666665,6.486666665,9.266666664,1.853333333,3.706666665,0,Gluten,Maharashtra,100,dinner,0.02333333333,0.9266666667,33,9,Medium
